법명,조문명,id,조문내용
부가가치세 집행기준,집행기준 57-0-4【명의위장사업자와 거래한 선의의 사업자에 대한 경정】,2017999250,집행기준 57-0-4【명의위장사업자와 거래한 선의의 사업자에 대한 경정】 사업자가 거래상대방의 사업자등록증 등을 확인하고 거래에 따른 세금계산서를 발급하거나 발급받은 경우 거래상대방이 관계기관의 조사로 인하여 명의위장사업자로 판정되었더라도 해당 사업자를 선의의 거래당사자로 볼 수 있는 때에는 경정 또는「조세범처벌법」에 따른 처벌 등 불이익한 처분을 받지 아니한다.
부가가치세 집행기준,집행기준 59-0-1【환급의 의의 및 환급금의 지급기한】,2017999251,"집행기준 59-0-1【환급의 의의 및 환급금의 지급기한】 부가가치세의 환급이란 납부세액을 계산함에 있어 매출세액을 초과하는 매입세액이 발생하게 되면 그 초과하는 금액을 납세자에게 돌려주는 것을 말한다. 이 경우 일반환급은 각 과세기간별로 그 확정신고기한 경과 후 30일 내에 사업자에게 환급하여야 하며, 영세율이 적용되거나 사업설비의 신설ㆍ취득 등 조기환급대상에 해당하는 경우에는 예정신고기한, 확정신고기한, 영세율 등 조기환급 신고기한 경과 후 15일 이내에 환급하여야 한다."
부가가치세 집행기준,집행기준 59-107-1【2 이상인 사업장의 조기환급신고】,2017999252,집행기준 59-107-1【2 이상인 사업장의 조기환급신고】 ① 사업자(총괄납부사업자 제외)가 어느 한 사업장에서 조기환급사유가 발생하는 경우 해당 사업장의 거래분만을 조기환급신고할 수 있다. ② 총괄납부사업자는 영세율 등 조기환급신고기간에 각 사업장의 납부세액과 환급세액을 차가감하여 계산한 환급세액에 대하여 신고할 수 있다.
부가가치세 집행기준,집행기준 59-107-2【조기환급신고시의 환급세액 계산】,2017999253,집행기준 59-107-2【조기환급신고시의 환급세액 계산】 조기환급세액은 영세율이 적용되는 공급분에 관련된 매입세액 또는 시설투자에 관련된 매입세액이 있는 경우 그 외의 매입세액을 구분하지 아니하고 사업장별로 해당 매출세액에서 매입세액을 공제하여 계산한다.
부가가치세 집행기준,집행기준 59-107-3【리스시설에 대한 조기환급】,2017999254,"집행기준 59-107-3【리스시설에 대한 조기환급】 납세의무가 있는 사업자가 사업설비를 신설ㆍ취득ㆍ확장 등의 &lt;a href=JavaScript:LawHyper(""024301LW100300""); class=clsHyper&gt;목적으로「여신전문금융업법」 제3조&lt;/a&gt;에 따라 등록한 시설대여업자로부터 임차하고 공급자 또는 세관장으로부터 세금계산서를 발급받은 경우에는 조기환급을 받을 수 있다."
부가가치세 집행기준,집행기준 59-107-4【매매목적용 건축물 등의 취득 시 조기환급】,2017999255,집행기준 59-107-4【매매목적용 건축물 등의 취득 시 조기환급】 ① 부동산매매업을 영위하는 사업자가 매매목적의 건물을 신축하는 경우 신축과 관련된 매입세액은 조기환급대상에 해당되지 아니한다. ②「사회기반시설에 대한 민간투자법」에 따른 사업시행자가 과세되는 사업을 영위할 목적으로 국가 또는 지방자치단체에 공급하는 사회기반시설과 관련된 매입세액은 조기환급대상에 해당되지 아니한다.
부가가치세 집행기준,집행기준 59-107-5【조세특례제한법에 따른 영세율 적용 시 조기환급】,2017999256,"집행기준 59-107-5【조세특례제한법에 따른 영세율 적용 시 조기환급】 조기환급을 받을 수 있는 사업자는 해당 영세율 등 조기환급신고기간ㆍ예정신고기간 또는 과세기간 중「부가가치세법」에 따른 영세율 과세표준, 시설투자에 관련된 매입세액이 있는 경우와「조세특례제한법」에 따른 각 신고기간 단위별로 영세율의 적용대상이 되는 과세표준이 있는 사업자로 한다."
부가가치세 집행기준,집행기준 60-0-1【가산세】,2017999257,"집행기준 60-0-1【가산세】 ① 가산세란 세법에 규정하는 의무의 성실한 이행을 확보하기 위하여 세법에 따라 산출한 세액에 가산하여 징수하는 금액으로 과세권의 행사 및 조세채권의 실현을 용이하게 하기 위하여 납세자가 정당한 이유 없이 세법에 규정된 신고, 납세 등 각종 의무를 위반한 경우「국세기본법」및 각 세법이 정하는 바에 따라 부과되는 행정상의 제재로서 납세자의 고의 또는 과실은 고려되지 아니한다. ② 납세의무자가 그 의무를 알지 못한 것이 무리가 아니었다고 할 수 있어서 그를 정당화할 수 있는 사정이 있거나 그 의무의 이행을 당사자에게 기대하는 것이 무리라고 하는 사정이 있을 때 등 그 의무해태를 탓할 수 없는 정당한 사유가 있는 경우에는 해당 가산세를 부과할 수 없다."
부가가치세 집행기준,집행기준 60-0-2【가산세 종류】,2017999258,"집행기준 60-0-2【가산세 종류】 &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024360-0-2.jpg""&gt; &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024360-0-2(2).jpg""&gt; &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024360-0-2(3).jpg""&gt; &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024360-0-2(4).jpg""&gt; &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024360-0-2(5).jpg""&gt;"
부가가치세 집행기준,집행기준 60-0-3【가산세가 중과되는 부당한 방법의 유형】,2017999259,"집행기준 60-0-3【가산세가 중과되는 부당한 방법의 유형】 ① 실질거래에 따라 작성된 장부 외에 과세표준을 과소계상하거나 매입세액을 과다계상한 장부를 별도로 작성 ② 과세표준을 축소하거나 매입세액을 과다계상하기 위하여 이중계약서 작성, 거래사실과 다른 문서 작성, 거래금액과 서로 다른 가액을 기재한 증빙 등을 작성 ③ 재화 또는 용역을 공급받지 않고 세금계산서 등을 수취하거나 실제 재화 또는 용역을 공급한 자가 아닌 자의 명의로 작성된 세금계산서 등을 수취(허위임을 알고 수취한 경우에 한함) ④ 매출ㆍ매입 장부 및 기록(전산기록 포함)ㆍ증빙 등을 고의로 파기ㆍ삭제ㆍ소각하여 거래 사실을 확인할 수 없는 경우 ⑤ 조세탈루 및 증거인멸 등의 목적으로 거래행위를 은폐하거나 통정에 의하여 과세표준을 임의조정하는 등의 방법으로 거래사실이나 계산의 근거를 숨기는 경우 ⑥ 위와 유사한 사기 그 밖의 부정한 방법으로 부가가치세를 포탈하거나 환급ㆍ공제받은 경우"
부가가치세 집행기준,집행기준 60-0-4【가산세 한도】,2017999260,"집행기준 60-0-4【가산세 한도】 ① 의무 위반의 종류별로 1억원(과세기간 단위별)의 한도가 적용되는 가산세에는 미등록가산세, 타인명의등록가산세, 세금계산서발급불성실가산세(2% 적용분 제외), 세금계산서등경정기관확인매입세액공제가산세, 매출처별세금계산서합계표제출불성실가산세, 공급시기경과후해당과세기간내발급받은매입세액공제가산세, 매입처별세금계산서합계표제출불성실가산세, 현금매출명세서 또는 부동산임대공급가액명세서 제출불성실가산세가 있다. ② 해당 의무를 고의적으로 위반한 경우에는 가산세 한도를 적용하지 아니한다."
부가가치세 집행기준,집행기준 60-0-5【가산세의 중복적용 배제】,2017999261,"집행기준 60-0-5【가산세의 중복적용 배제】 ① 서로 다른 가산세가 중복되는 경우 다음과 같이 중복적용을 배제한다. &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024360-0-5.jpg""&gt; ②예정신고분에 대하여 적용된 다음의 가산세가 확정신고분과 경합되는 경우 예정신고와 관련하여 가산세가 부과되는 부분에 대하여는 확정신고와 관련한 가산세를 부과하지 아니한다. 1. 납부ㆍ환급불성실가산세 2. 초과환급신고가산세 3. 무신고ㆍ과소신고가산세 4. 영세율과세표준신고불성실가산세"
부가가치세 집행기준,집행기준 60-0-6【가산세의 감면】,2017999262,"집행기준 60-0-6【가산세의 감면】 ① 다음에 해당하는 경우에는 해당 가산세의 100분의 50에 상당하는 금액을 감면한다. 다만, 제1호의 경우에는 법정신고기한이 지난 후 6월을 초과하여 1년 이내에 수정신고 한 경우에는 해당 가산세액의 20%를 감면하고, 법정신고기한이 지난 후 1년 초과 2년 이내에 수정신고한 경우에는 10%를 감면하며, 제2호의 경우에는 법정신고기한이 지난 후 1개월을 초과하고 6개월 이내에 기한 후 신고를 한 경우에는 해당 가산세액의 20%를 감면한다. 1. 법정신고기한이 지난 후 2년 이내에 수정신고를 한 경우(과소신고ㆍ초과환급신고가산세에 한하며, 과세표준수정신고서를 제출한 과세표준과 세액에 관하여 경정이 있을 것을 미리 알고 제출한 경우 제외) 2. 법정신고기한이 지난 후 1개월 이내에 기한후 신고를 한 경우(무신고가산세에 한함) 3.과세전적부심사 결정ㆍ통지기간 이내에 그 결과를 통지하지 아니한 경우(결정ㆍ통지가 지연된 기간의 납부ㆍ환급불성실가산세에 한함) 4. 세법에 따른 제출ㆍ신고ㆍ가입ㆍ등록ㆍ개설의 기한이 지난 후 1개월 이내에 해당 세법에 따른 제출 등의 의무를 이행하는 경우(제출 등의 의무위반에 대하여 세법에 따라 부과되는 가산세에 한함) ② 제1항의 경정이 있을 것을 미리 알고 제출한 경우는 다음에 해당하는 경우를 말한다. 1. 세무공무원이 조사에 착수한 것을 알고 과세표준수정신고서 또는 기한후 과세표준신고서를 제출한 경우 2. 해당 국세에 관하여 관할세무서장으로부터 과세자료 해명 통지를 받고 과세표준수정신고서를 제출한 경우"
부가가치세 집행기준,집행기준 60-0-7【위ㆍ수탁판매에 따른 가산세】,2017999263,"집행기준 60-0-7【위ㆍ수탁판매에 따른 가산세】 수탁자 또는 대리인이 위탁자 또는 본인을 대리하여 세금계산서를 발급한 후&lt;a href=JavaScript:LawHyper(""024300LW106000""); class=clsHyper&gt;「부가가치세법」제60조&lt;/a&gt;제2항, 제3항 제5항, 제6항의 규정에 따른 가산세가 적용되는 경우 해당 가산세는 위탁자 또는 본인에게 부과한다."
부가가치세 집행기준,집행기준 60-0-8【기존사업장에서 신고한 미등록사업장의 과세표준에 대한 가산세】,2017999264,"집행기준 60-0-8【기존사업장에서 신고한 미등록사업장의 과세표준에 대한 가산세】 사업자가 사업자등록을 한 사업장 외에 등록을 하지 않은 미등록 사업장에서 별도의 사업을 영위하면서 미등록사업장의 과세표준 및 세액을 이미 등록한 사업장의 과세표준 및 세액 신고 시 합하여 신고ㆍ납부한 경우 미등록사업장에 대한 과세표준 및 세액을 결정ㆍ징수하여야 한다. 이 경우 세금계산서 미발급가산세(2007.12.31. 이전 공급분은 미등록가산세), 무신고가산세가 적용되나, 납부불성실가산세는 적용되지 아니한다."
부가가치세 집행기준,집행기준 60-0-9【수정신고 등에 따른 매출처별세금계산서합계표에 대한 가산세】,2017999265,집행기준 60-0-9【수정신고 등에 따른 매출처별세금계산서합계표에 대한 가산세】 사업자가 매출처별세금계산서합계표를 예정신고 또는 확정신고와 함께 제출하지 아니하고 수정신고ㆍ경정 등의 청구ㆍ기한후신고 기한내에 제출한 경우에는 매출처별세금계산서합계표미제출가산세를 적용한다.
부가가치세 집행기준,집행기준 60-0-10【수정세금계산서에 대한 미발급 가산세】,2017999266,집행기준 60-0-10【수정세금계산서에 대한 미발급 가산세】 사업자가 세금계산서를 발급한 후 당초의 공급가액에 추가 또는 차감되는 금액이 발생한 경우 수정세금계산서를 발급하지 아니하거나 발급한 분에 대한 매출처별세금계산서합계표를 제출하지 아니한 때에는 세금계산서미발급가산세 또는 매출처별세금계산서합계표미제출가산세를 적용한다.
부가가치세 집행기준,집행기준 60-0-11【월별조기환급신고 시 사실과 다르게 제출한 세금계산서합계표의 가산세】,2017999267,"집행기준 60-0-11【월별조기환급신고 시 사실과 다르게 제출한 세금계산서합계표의 가산세】 ① 월별조기환급신고한 사업자의 영세율 등 조기환급신고서에 첨부된 매입처별세금계산서합계표의 기재사항이 사실과 다르게 기재된 경우에는 해당 예정신고 또는 확정신고기한이 지난 후에 매입처별세금계산서합계표불성실가산세, 초과환급신고불성실가산세를 부과할 수 있다."
부가가치세 집행기준,집행기준 60-0-12【상품권 거래에 따른 세금계산서 수수 시 가산세】,2017999268,집행기준 60-0-12【상품권 거래에 따른 세금계산서 수수 시 가산세】 사업자가 상품권을 판매(구입)하면서 세금계산서를 발급(수취)하고 매출(매입)처별세금계산서합계표를 제출한 경우 매출(매입)처별세금계산서합계표에 대한 가산세를 적용하지 아니한다.
부가가치세 집행기준,집행기준 60-0-13【과다 기재한 영세율과세표준에 대한 가산세】,2017999269,집행기준 60-0-13【과다 기재한 영세율과세표준에 대한 가산세】 영세율이 적용되는 사업자가 영세율 붙임서류를 정상적으로 제출하였으나 그 신고한 과세표준이 신고하여야 할 과세표준보다 과다하게 신고한 경우에는 영세율과세표준신고불성실가산세를 적용하지 아니한다.
부가가치세 집행기준,집행기준 60-0-14【매출거래 및 반품거래 세금계산서 동시 누락에 따른 가산세】,2017999270,집행기준 60-0-14【매출거래 및 반품거래 세금계산서 동시 누락에 따른 가산세】 사업자가 매출거래와 반품거래에 대하여 각각 세금계산서를 발급하였으나 부가가치세 신고 시 제출하는 매출처별세금계산서합계표에 모두 기재하지 아니한 경우에는 각각의 세금계산서 공급가액 합계액(절대값의 합계액)에 대하여 매출처별세금계산서합계표불성실가산세를 적용한다.
부가가치세 집행기준,집행기준 60-0-15【반품 매입세금계산서의 신고누락에 따른 가산세】,2017999271,집행기준 60-0-15【반품 매입세금계산서의 신고누락에 따른 가산세】 사업자가 공급자에게 재화를 반품하고 발급받은 수정세금계산서를 신고누락한 후 수정신고와 함께 매입처별세금계산서합계표를 수정하여 제출하는 경우 매입처별세금계산서합계표불성실가산세를 적용한다.
부가가치세 집행기준,집행기준 60-0-16【영세율 붙임서류 미제출에 따른 가산세】,2017999272,"집행기준 60-0-16【영세율 붙임서류 미제출에 따른 가산세】 영세율 붙임서류 없이 영세율 과세표준을 신고한 경우 해당 과세표준이 영세율 적용대상임이 확인되는 때에는 영세율을 적용하나, 영세율과세표준신고불성실가산세를 적용한다."
부가가치세 집행기준,집행기준 60-0-17【사업양도 시 수수한 세금계산서에 대한 가산세】,2017999273,"집행기준 60-0-17【사업양도 시 수수한 세금계산서에 대한 가산세】 재화의 공급으로 보지 아니하는 사업양도에 해당하는 거래에 대하여 양수자가 대리납부하지 아니하고 양도자가 세금계산서를 발급하고 부가가치세 신고와 함께 매출(매입)처별세금계산서합계표에 기재하여 제출한 경우 매출(매입)처별세금계산서합계표가산세를 적용하지 아니하나, 과소신고가산세, 초과환급신고가산세 및 납부ㆍ환급불성실가산세는 적용한다."
부가가치세 집행기준,집행기준 60-0-18【총괄납부사업자에 대한 가산세 적용】,2017999274,"집행기준 60-0-18【총괄납부사업자에 대한 가산세 적용】 ① 총괄납부사업자의 종사업장이 재화를 공급하고 주사업장 명의로 세금계산서를 발급한 경우에는 세금계산서미발급가산세를 적용한다. ② 총괄납부사업자가 종사업장의 매출 및 매입을 주사업장에 신고ㆍ납부한 경우 무신고가산세 또는 과소신고가산세를 적용한다. ③ 총괄납부사업자가 지점 매입분을 본점 매입분으로 또는 본점 매출분을 지점 매출분으로 잘못 신고한 것이 확인되어 경정하는 경우 과소신고에 따른 가산세를 적용하나, 납부ㆍ환급불성실가산세를 적용하지 아니한다. ④ 총괄납부 시 납부불성실가산세는 총괄납부세액을 기준으로 계산한다. ⑤ 총괄납부신청을 하지 아니한 사업자가 부가가치세 납부기한까지 어느 사업장에 대한 부가가치세를 다른 사업장에 대한 부가가치세에 더하여 신고ㆍ납부한 경우에는 납부불성실ㆍ환급불성실 가산세를 적용하지 아니한다."
부가가치세 집행기준,집행기준 60-0-19【영세율 거래에 대해 부가가치세액을 적어 세금계산서를 발급한 경우 과세 방법】,2017999275,"집행기준 60-0-19【영세율 거래에 대해 부가가치세액을 적어 세금계산서를 발급한 경우 과세 방법】 영세율이 적용되는 재화 또는 용역의 공급에 대하여 부가가치세액(세율 10%)을 별도로 적은 세금계산서를 발급하고 이에 따라 과세표준과 납부세액을 신고ㆍ납부하는 등 조세탈루 사실이 없는 경우 해당 세금계산서는 사실과 다른 세금계산서로 보지 아니하므로 공급자는 세금계산서 발급불성실가산세를 적용하지 아니하고, 공급받은 자는 해당 세금계산서의 매입세액을 매출세액에서 공제한다."
부가가치세 집행기준,제7장 간이과세(61-0-1~70-116-1),2017999276,제7장 간이과세(61-0-1~70-116-1)
부가가치세 집행기준,집행기준 61-0-1【간이과세】,2017999277,집행기준 61-0-1【간이과세】 간이과세란 사업규모가 영세한 사업자에 대하여 세법 지식이나 기장능력이 부족한 점 등을 감안하여 납세의무 이행에 편의를 도모하고 세부담 등을 덜어주기 위하여 공급대가에 업종별 부가가치율 및 세율을 적용하여 간편하게 납부세액을 계산하는 제도를 말한다.
부가가치세 집행기준,집행기준 61-0-2【간이과세제도의 적용 방법】,2017999278,"집행기준 61-0-2【간이과세제도의 적용 방법】 ① 간이과세자는 세금계산서를 발급할 수 없고, 영수증을 발급하여야 한다. ② 납부세액 계산 및 매입세액 공제는 다음과 같은 방법으로 계산한다. 1. 납부세액：과세기간의 공급대가 × 업종별 부가가치율 × 10% 2. 공제세액：세금계산서 등의 매입세액 × 업종별 부가가치율 ③간이과세가 적용되는 경우에도 납세자의 신청에 의하여 간이과세 적용을 받지 아니할 수 있다. ④「부가가치세법」의 규정 중 제1장(총칙), 제2장(과세거래), 제3장(영세율과 면세), 제8장(보칙)은 간이과세자에 대하여도 적용된다."
부가가치세 집행기준,집행기준 61-109-1【간이과세의 적용 범위】,2017999279,"집행기준 61-109-1【간이과세의 적용 범위】 ①직전 연도의 재화와 용역의 공급에 대한 대가의 합계액이 4,800만원(신규사업자의 경우 12월로 환산한 금액, 이하 같음)에 미달하는 개인사업자는 간이과세를 적용한다. 다만, 다음 각 호의 어느 하나에 해당하는 사업자는 간이과세자로 보지 아니한다. 1. 간이과세가 적용되지 않는 다른 사업장(기준사업장)을 보유하고 있는 사업자 2. 업종, 규모, 지역 등을 고려하여 대통령령으로 정하는 사업자 가. 광업 나. 제조업(과자점업, 도정업ㆍ제분업 및 떡류 제조업 중 떡방앗간, 양복ㆍ양장ㆍ양화점업 등은 제외) 다. 도매업(소매업 겸영 포함, 재생용 재료수집 및 판매업 제외) 라. 부동산매매업 마. 특별시ㆍ광역시 및 특별자치시, 행정시 및 시 지역과 국세청장이 고시하는 지역의 과세유흥장소 바. 국세청장이 정하는 규모 이상의 부동산임대업 사. 변호사업, 심판변론인업, 변리사업, 법무사업, 공인회계사업, 세무사업, 경영지도사업, 기술지도사업, 감정평가사업, 손해사정인업, 통관업, 기술사업, 건축사업, 도선사업, 측량사업, 공인노무사업, 의사업, 한의사업, 약사업, 한약사업, 수의사업과 그 밖에 이와 유사한 사업서비스업 아. 복식부기의무자가 경영하는 사업 자. 일반과세자로부터 양수한 사업(사업을 양수한 후 공급대가의 합계액이 4,800만원에 미달하는 경우 제외) 차.둘 이상의 사업장이 있는 사업자가 영위하는 사업으로서 그 둘 이상의 사업장의 공급대가의 합계액이 4,800만원인 이상인 경우 ②신규사업자가 사업을 개시한 날이 속하는 1역년의 공급대가 합계액이 간이과세 적용기준금액인 4,800만원에 미달할 것으로 예상되어 관할세무서장에게 신고한 경우 최초의 과세기간에는 간이과세자로 한다(간이과세가 배제되는 사업자 제외). ③미등록한 개인사업자가 사업을 개시한 날이 속하는 1역년의 공급대가 합계액이 간이과세 적용기준금액인 4,800만원에 미달하는 경우 최초의 과세기간에는 간이과세자로 한다(간이과세가 배제되는 사업자 제외). ④결정 또는 경정한 공급대가가 4,800만원 이상인 개인사업자는 그 결정 또는 경정한 날이 속하는 과세기간까지 간이과세자로 본다."
부가가치세 집행기준,집행기준 61-109-2【간이과일부 사업의 폐지 시 간이과세 적용 방법】,2017999280,집행기준 61-109-2【간이과일부 사업의 폐지 시 간이과세 적용 방법】 동일한 사업장에서 2 이상의 사업을 겸영하는 사업자가 그 중 일부 사업을 폐지하는 경우의 간이과세 적용은 직전 1역년의 공급대가에 폐지한 사업(광업ㆍ제조업 및 도매업 등을 포함)의 공급대가를 포함하여 계산한다.
부가가치세 집행기준,집행기준 62-110-1【공급대가 변동에 따른 과세유형 전환시기】,2017999281,"집행기준 62-110-1【공급대가 변동에 따른 과세유형 전환시기】 ① 계속 사업자 &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024362-110-1.jpg""&gt; *1. 개정 전 법률에 따라 2013년 공급대가의 합계액이 48,000천원 이상이면 2015년은 일반과세자 *2  개정 후 법률에 따라 2014년 공급대가의 합계액이 48,000미만이면 2015년 하반기와 2016년 상반기는 간이과세자이나 부칙에 따라 2016년부터 유형전환한다. ② 제1기 신규 사업자(간이과세자로 등록) &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024362-110-1(1).jpg""&gt; * 환산공급대가 ③ 제2기 신규 사업자(간이과세자로 등록) &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024362-110-1(2).jpg""&gt; * 환산공급대가 ④ 휴업 후 재개업 사업자 - 2013년 공급대가가 있는 경우 ① 준용한다. - 2013년 공급대가가 없는 경우 ②, ③을 준용한다. ⑤ 경정 사업자(2015년 하반기 경정) &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024362-110-1(3).jpg""&gt; * 환산공급대가 ⑥ 그 밖의 사유로 인한 과세유형 전환 1.기준사업장의 1역년 공급대가가 4,800만원에 미달하는 경우에는 다음 해의 7월 1일부터 그 다음해의 6월 30일까지 간이과세를 적용한다. 2.기준사업장을 폐업한 경우 기준사업장으로 인하여 일반과세로 전환된 사업장에 대하여 기준사업장의 폐업일이 속하는 연도의 다음 연도부터 간이과세를 적용한다. 3.간이과세자가 간이과세 배제업종을 신규로 겸영하는 경우 해당 사업의 개시일이 속하는 과세기간의 다음 과세기간부터 간이과세를 적용하지 않는다. 4.간이과세자가 간이과세 포기신고를 한 경우 일반과세를 적용받고자 하는 달이 속하는 과세기간의 다음 과세기간부터 해당 사업장 외의 사업장에 대하여 간이과세를 적용하지 않는다. 5.간이과세자가 일반과세 사업장을 신규로 개설한 경우 해당 사업의 개시일이 속하는 과세기간의 다음 과세기간부터 간이과세를 적용하지 않는다."
부가가치세 집행기준,집행기준 63-111-1【결정ㆍ경정ㆍ수정신고시 납부세액 계산 특례】,2017999282,"집행기준 63-111-1【결정ㆍ경정ㆍ수정신고시 납부세액 계산 특례】 ①간이과세자에 대하여 결정 또는 경정하거나 수정신고한 간이과세자의 해당 연도 공급대가의 합계액이 4,800만원 이상인 경우 결정ㆍ경정 또는 수정신고한 과세기간의 다음 다음 과세기간에 대한 납부세액은 일반과세자의 납부세액 계산방식을 준용하여 계산한 금액으로 한다. ②결정ㆍ경정한 1역년의 공급대가가 4,800만원 이상인 간이과세자라도 결정ㆍ경정한 날이 속하는 과세기간까지는 간이과세자로 보는 것이므로 세금계산서미발급, 세금계산서합계표미제출가산세는 적용하지 않는다. &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024363-111-1.jpg""&gt;"
부가가치세 집행기준,집행기준 64-112-1【재고매입세액의 가산】,2017999283,"집행기준 64-112-1【재고매입세액의 가산】 ①일반과세자가 간이과세자로 변경되면 부가가치세 납부세액 계산방식이 변경되므로 일반과세자로 매입세액을 공제받은 재고품, 건설중인 자산 및 감가상각자산에 대한 재고매입세액을 납부세액에 가산하여 납부하여야 한다. 1. 재고품：상품, 제품(반제품 및 제공품 포함, 재료(부재표 포함), 건설중인 자산 2. 건설 중인 자산 3. 감가상각자산：건물 및 구축물(취득 후 10년 이내), 그 밖의 자산(취득 또는 제작 후 2년 이내) ② 재고매입세액 계산방법 1. 재고품 &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024364-112-1.jpg""&gt; 2. 건설중인 자산 &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024364-112-1(1).jpg""&gt; 3. 감가상각자산 가. 건물 및 구축물 &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024364-112-1(2).jpg""&gt; 나. 기타 감가상각자산 &lt;img src=""http://www.taxnet.co.kr/images/jh/0243/024364-112-1(3).jpg""&gt; * 다만 장부 또는 세금계산서가 없거나 기장이 누락된 경우에는 시가의 100분의 10에 상당하는 세액으로 한다."
부가가치세 집행기준,집행기준 65-113-1【의제매입세액의 공제】,2017999284,집행기준 65-113-1【의제매입세액의 공제】 ① 음식점업을 영위하는 간이과세자가 면세농산물 등을 원재료로 하여 제조ㆍ가공한 재화 또는 용역의 공급이 과세되는 경우에는 의제매입세액을 납부세액에서 공제할 수 있다. 의제매입세액 = 면세농산물 등의 가액 × 8/108 (과세유흥장소 경영자는 4/104) ②간이과세자가 공제받은 면세농산물 등을 그대로 양도 또는 인도하거나 면세사업에 사용ㆍ소비하는 경우에는 그 공제한 금액을 납부세액에 가산하여야 한다.
부가가치세 집행기준,집행기준 69-0-1【납부의무의 면제】,2017999285,"집행기준 69-0-1【납부의무의 면제】 ①간이과세자의 해당 과세기간에 대한 공급대가가 2,400만원 미만인 경우에는 재고납부세액을 제외한 납부세액의 납부의무를 면제한다. ②납부의무면제 간이과세자가 납부세액을 자진납부한 사실이 확인되면 납세지 관할세무서장은 납부한 금액을 환급하여야 한다."
부가가치세 집행기준,집행기준 70-116-1【간이과세의 포기】,2017999286,집행기준 70-116-1【간이과세의 포기】 ①간이과세자가 자기의 의사에 따라 일반과세자로 전환하고자 하는 경우에는 그 적용을 받고자 하는 달의 전 달 마지막 날까지 관할세무서장에게 간이과세 포기신고를 하여야 한다. ②간이과세 포기신고를 한 사업자는 일반과세자로 전환되는 달의 1일부터 3년이 되는 날이 속하는 과세기간까지 일반과세자에 관한 규정을 적용받아야 한다.
부가가치세 집행기준,제8장 보칙(36-73-1~71-117-1),2017999287,제8장 보칙(36-73-1~71-117-1)
부가가치세 집행기준,집행기준 36-73-1【영수증 등】,2017999288,"집행기준 36-73-1【영수증 등】 ① 영수증은 필요적 기재사항 중 공급받는 자와 부가가치세액을 따로 기재하지 않는 간편한 방법으로 발급되므로 영수증을 발급받은 사업자는 매출세액에서 매입세액으로 공제할 수 없고, 거래사실을 입증하는 증표 및 과세자료로 활용한다. ② 간이과세자 및 일반과세자 중 주로 사업자가 아닌 자를 대상으로 하는 소매업, 음식점업, 숙박업, 여객운송업 등을 영위하는 사업자가 재화 또는 용역을 공급하는 경우에는 그 공급을 받는 자에게 세금계산서를 발급하는 대신 영수증을 발급하여야 한다. ③ 전기사업자가 산업용이 아닌 전력을 공급하거나 임시사업장을 개설한 사업자가 그 임시사업장에서 사업자가 아닌 소비자에게 재화 또는 용역을 공급하는 경우에는 영수증을 발급할 수 있으나 영수증을 발급하지 아니하면 세금계산서를 발급하여야 한다. ④ 소매업, 음식점업, 숙박업 등의 경우 재화 또는 용역을 공급받는 자가 사업자등록증을 제시하고 세금계산서의 발급을 요구하면 세금계산서를 발급하여야 한다."
부가가치세 집행기준,집행기준 36-73-2【영수증에 갈음되는 계산서 등의 범위】,2017999289,"집행기준 36-73-2【영수증에 갈음되는 계산서 등의 범위】 공급자의 등록번호ㆍ상호(법인은 법인명) 또는 성명(법인은 대표자 성명)ㆍ공급대가 및 작성연월일이 기재된 다음의 계산서 등은 영수증으로 본다. 1. 여객운송사업자가 발급하는 승차권ㆍ승선권ㆍ항공권 2. 공연장ㆍ유기장을 운영하는 사업자가 발급하는 입장권ㆍ관람권. 다만,「개별소비세법」이 적용되는 것은 그 법에 따른다. 3. 금전등록기계산서와 신용카드가맹사업자가 발급하는 계산서 4.「전기사업법」에 따른 전기사업자가 발급하는 비산업용 전력사용료에 대한 영수증 5. 그 밖의 위 각 호의 어느 하나와 유사한 계산서"
